,Tweet,Hasil Preprocessing,Positif,Negatif,Sentimen,Numbered Sentimen
705,@basya_13 @mrtjakarta @DKIJakarta @PT_TransJakarta @aniesbaswedan Ini rute dari tempat parkir ke stasiun mrt lebak bulus. Memang bau pesingnya parah sekali. Mungki krn disitu tempat ngetem angkot juga. Lebih baik sediakan toilet umum saja buat para sopir angkot itu.,transjakarta rute parkir stasiun mrt lebak bulus bau pesingnya parah mungki krn disitu ngetem angkot sediakan toilet sopir angkot,0,2,negatif,0
706,"Kondisi MRT sepi dan kosong, tidak ada yg berdiri maupun terganggu.
Posisi helm saya gantungkan d depan saya. @mrtjakarta",kondisi mrt sepi kosong tidak_ada berdiri terganggu posisi helm gantungkan d,0,2,negatif,0
707,@itdpindonesia @JKTgoodguide @gowesbikeshari1 @mrtjakarta @B2WIndonesia @ndlahombike @fixietas @ecotransport_id Sy sudah daftar dr hari kamis minggu lalu sampai skrg ga ada balasan email atau apapun. Jadinya gmn ya acara ini??,id sy daftar dr kamis minggu skrg tidak_ada balasan email apapun gmn ya acara,0,1,negatif,0
708,@dondiindrayana @mrtjakarta @DKIJakarta Memang baunya sangat menyengat dan membuat sesak napas,baunya menyengat sesak napas,0,1,negatif,0
709,@mrtjakarta Ternyata penumpang minum di peron MRT lebak bulus gak apa2... Aturan hanya untuk di langgar. Penumpang tersebut tidak kena denda 500.000 rupiah,penumpang minum peron mrt lebak bulus tidak_apa aturan langgar penumpang tidak_kena denda rupiah,0,1,negatif,0
710,"Bodoh sih kalo komplein ttg bau pesing tapi yg dibersihkan hanya sampah fisik. Pak @aniesbaswedan mohon sangat utk dibantu, masih daerah rumah bapak jg. Baunya sdh sangat sangat menggangu pejalan kaki. sudah sejak 1 bln komplain!!  
@mrtjakarta @DKIJakarta @dinaslhdki https://t.co/xloBi3VBsw",bodoh sih kalo komplein ttg bau pesing dibersihkan sampah fisik mohon utk dibantu daerah rumah jg baunya sdh menggangu pejalan kaki bln komplain,2,3,negatif,0
711,"@mrtjakarta Akhirnya tadi pagi ga ambil tiket karena mesin parkir ga bs kebuka, petugas parkirpun gak ada di lokasi.",pagi tidak_ambil tiket mesin parkir tidak_bs kebuka petugas parkirpun tidak_ada lokasi,0,1,negatif,0
712,"@mrtjakarta terima kasih , hanya update sampai hari ini masih belum ada progress. sepanjang pedestrian dari park and ride sampai masuk ke lebakbulus grab aromanya sangat tidak nyaman. terimakasih",terima kasih update belum_ada progress pedestrian park and ride masuk lebakbulus grab aromanya tidak_nyaman terimakasih,1,2,negatif,0
713,Gate in @mrtjakarta masih belum bagus ya. Sudah tap in atau belum kadang tidak jelas.,gate in belum_bagus ya tap in belum_kadang tidak_jelas,0,2,negatif,0
714,"Katanya millenials anak gaul jakarta. Tp nunggu yg turun dulu pas naik mrt aja gak tau ????

*mon maap gak tahan buat nyiyir*",millenials anak gaul jakarta tp nunggu turun pas mrt aja tidak_tau mon maap tidak_tahan nyiyir,1,2,negatif,0
715,"@areajulid Inget nder , jakarta udah makin polusi . Ngadatenya naik mrt aja",inget nder jakarta udah polusi ngadatenya mrt aja,0,1,negatif,0
716,@TOHAAAAAAAAA ya tp bs jd sumber polusi dong? gabs dipungkirin kl mereka jg salah satu penyebab kemacetan. kenapa gamau? krn angkutan umum di jakarta msh kurang memadai dr segi fasilitas. kenapa pamer naik mrt? krn bangga sm jakarta udh bs maju kedepan :),ya tp bs jd sumber polusi gabs dipungkirin kl jg salah penyebab kemacetan gamau krn angkutan jakarta msh memadai dr segi fasilitas pamer mrt krn bangga sm jakarta udh bs maju kedepan,3,4,negatif,0
717,@askfess Yaudah sih tinggal naik mrt atau transjkt. Gaada yg mesti dikagetin dan diheranin. Demi kebaikan bersama kasian udara jakarta udh kotor bgt2an drpd kalian kena penyakit paru2,yaudah sih tinggal mrt transjkt gaada mesti dikagetin diheranin kebaikan kasian udara jakarta udh kotor bgt an drpd kena penyakit paru,1,3,negatif,0
718,"Sering kepikiran bisa kerja diluar kota, jakarta misalnya. Tiap hari pulang pergi ngantor naik mrt atau krl. Tapi masih takut buat mulainya atau langkah awal resign dikantor yg udah 7thn ngasih nafkah",kepikiran kerja diluar kota jakarta pulang pergi ngantor mrt krl takut mulainya langkah resign dikantor udah thn ngasih nafkah,0,1,negatif,0
719,"Lama-lama gak seberapa bgt capeknya + perintilan (beli tiket, turun tangga) naik MRT / busway dibandingin macetnya Jakarta.",tidak_seberapa bgt capeknya perintilan beli tiket turun tangga mrt busway dibandingin macetnya jakarta,0,3,negatif,0
720,"Ya emang sih gue kalo ke kantor masih naik motor. Cuman kalau naik umum sama aja, dari stasiun ke kantor sama aja jaraknya dari rumah ke kantor. Sebisa mungkin gue kalo ke arah Jakarta pake Transjak atau MRT pasti.

Yang lain ngeluh ngeluh aja, tapi kemana mana males naik umum. https://t.co/eyuzsSnHAQ",ya emang sih gue kalo kantor motor cuman aja stasiun kantor aja jaraknya rumah kantor sebisa gue kalo arah jakarta pake transjak mrt ngeluh ngeluh aja kemana males,0,4,negatif,0
721,ada gak si yg abis 17 an mau jalan2 sm aku gitu keliling jakarta naik mrt :( bosen di rmh aaaa,tidak_si abis an jalan sm gitu keliling jakarta mrt bosen rmh aaaa,0,1,negatif,0
722,"Di jakarta berasa jadi nyonya ?? gak enak bet dah, kemana² harus dianter sopir, gk boleh naik KRL, MRT, bahkan Ojol gk boleh. Kebacut!",jakarta berasa nyonya tidak_enak bet dah kemana dianter sopir gk krl mrt ojol gk kebacut,1,2,negatif,0
723,"naik mrt jam segini,ngeliat muka penumpangnya capek semua hft jakarta sekeras ini yaah..",mrt jam segini ngeliat muka penumpangnya capek hft jakarta sekeras yaah,0,1,negatif,0
724,"Udara di DKI Jakarta buruk, kata JK beralih ke transportasi umum? Pak, BRT itu bahan bakarnya diesel/biodiesel. BRT nyebarin polusi udara keliling jakarta 24 jam non stop.
MRT? Rute sedikit, sementara yang biasa naik kendaraan pribadi adalah commuter.",udara dki jakarta buruk jk beralih transportasi brt bahan bakarnya diesel biodiesel brt nyebarin polusi udara keliling jakarta jam non stop mrt rute kendaraan pribadi commuter,0,2,negatif,0
725,"@nanoarashi Enggak kantorku khan jakarta timur ga dilewati MRT atau LRT. Paling deket ke stasiun pasar minggu..
Aku udah nyobain semua masih sepi dan bukan pilihan alternatif karena biayanya mahal :p
Aku naik busway ke Blok M 3500, naik MRT 7000",tidak_kantorku khan jakarta timur tidak_dilewati mrt lrt deket stasiun pasar minggu udah nyobain sepi pilihan alternatif biayanya mahal p busway blok m mrt,1,2,negatif,0
726,"@TheArieAir Kalo bego jangn dipiara cong,  bikin Msikin aja.  Mending piara Sapi or Kambing jadi duit cong apalagi Lebaran Haji Harga naik Cong.  Bisa buat Piknik ke jakarta naik MRT.  Lo mesti belum pernah Naik MRT kan?? Ckfkxkxk",kalo bego jangn dipiara cong bikin msikin aja mending piara sapi or kambing duit cong lebaran haji harga cong piknik jakarta mrt lo mesti belum_pernah mrt ckfkxkxk,0,1,negatif,0
727,Ini ga ada yg mau ajak aku ke jakarta apa ya :( ku ingin naik mrt.,tidak_ada ajak jakarta ya ku mrt,0,1,negatif,0
728,abis muterin jakarta naik turun mrt sampe2 dibilang bau matahari y thx ibu,abis muterin jakarta turun mrt sampe dibilang bau matahari y thx,0,2,negatif,0
729,"polusinya makin2 aja jakarta. Ayolah apda naik mrt apa ngga busway apa ngga transportasi umum naikiin gojek atau ojek pengkolan gausa bawa mobil sendiri atau motor sendiri laa. Kasian anak anak kecil, kasian yang punya asma, atau gangguan lainnya ??????",polusinya aja jakarta ayolah apda mrt tidak_busway tidak_transportasi naikiin gojek ojek pengkolan gausa bawa mobil motor laa kasian anak anak kasian asma gangguan,0,1,negatif,0
730,Ternyata #TIL #BaruTahu eskalator MRT Jakarta disetel naik vs turun sesuai jam ngantor dg asumsi Selatan adalah tujuan massa saat jam pulang kantor. Lah hamba ini jadinya kudu meniti naik anak tangga alon alon kelakon wae.. (krn eskalator di St layang Cipete disetel turun..),eskalator mrt jakarta disetel vs turun sesuai jam ngantor dg asumsi selatan tujuan massa jam pulang kantor hamba kudu meniti anak tangga alon alon kelakon wae krn eskalator st layang cipete disetel turun,1,2,negatif,0
731,"Kurang afdol rasanya kalo sudah sampai Ibu Kota nggak naik MRT dan ke Bundaran HI.
Ingin merasakan macetnya Jakarta. @ Bundaran HI, Jakarta. https://t.co/IZh8crBVAJ",afdol kalo kota tidak_naik mrt bundaran hi merasakan macetnya jakarta bundaran hi jakarta,0,1,negatif,0
732,"2 hari yg lalu norak bgt naik MRT 
Thanks untuk teman ku billah dan elita yg telah mewujudkan mimpi naik MRT 
Maaf ku telat menikamti fasilitas di jakarta",norak bgt mrt thanks teman ku billah elita mewujudkan mimpi mrt maaf ku telat menikamti fasilitas jakarta,0,1,negatif,0
733,Jadi cerita dulu aku dari jakarta timur naik gojek ke jakarta pusat karna aku belom tau rutenya wkwkwk terus aku berhenti di stasiun MRT bundaran HI. Disebrangnya ada Halte Busway TransJakarta. Tepatnya disebelah Utara Bundaran HI,cerita jakarta timur gojek jakarta pusat karna belom tau rutenya wkwkwk berhenti stasiun mrt bundaran hi disebrangnya halte busway transjakarta tepatnya disebelah utara bundaran hi,0,1,negatif,0
734,"@askfess naik KRL jurusan Jakarta Kota, turun di st. Manggarai trus transit kereta yang arah Sudirman (Angke/Duri/ Jatinegara) trus turun di st. sudirman. jalan kaki dikit trus naik MRT Dukuh Atas, naik jurusan Lebak Bulus Grab trus turun di Blok M.",krl jurusan jakarta kota turun st manggarai trus transit kereta arah sudirman angke duri jatinegara trus turun st sudirman jalan kaki dikit trus mrt dukuh jurusan lebak bulus grab trus turun blok m,0,3,negatif,0
735,@Danaranindito Iya kannn... Aduh macetnya ampun2an deh Jakarta. Alhamdulillah ada MRT hehe.,iya kannn aduh macetnya ampun an deh jakarta alhamdulillah mrt hehe,1,3,negatif,0
736,"aku ni drdl gaberimpian di jkt. krn dr kecil, br keluar rmh tante udh macet, lingkungan ga sehat

tp ak yg drdlu berimpian kesana kemari naik commuter/kereta/jalan kek di jepang dn luar negri,
baru jakarta, di Indo, yg sejauh ini fasilitas transportnya sesuai sama aku, krl, mrt.",ni drdl gaberimpian jkt krn dr br rmh tante udh macet lingkungan tidak_sehat tp ak drdlu berimpian kesana kemari commuter kereta jalan kek jepang dn negri jakarta indo fasilitas transportnya sesuai krl mrt,1,2,negatif,0
737,"Sabtu sore gini di Jakarta enaknya ngapain ya?
a. Jalan2 dan kuliner di mall
b. Naik gunung ke Bogor
c. Keliling Jakarta pake MRT

#SeriusNanya 
#AskTwitter 
#weekendvibes",sabtu sore gini jakarta enaknya ngapain ya a jalan kuliner mall b gunung bogor c keliling jakarta pake mrt,0,1,negatif,0
738,"@exelflores21 @aniesbaswedan Pft...gini aja kagak nyambung, baru keluar dari goa?

Gw kemana2 kalo di jakarta kalo gak KRL, Transjakarta dan sekarang ada MRT.
Udah enak banget kemana2 pake itu, kalo lagi males jalan, ke halte dan stasiun naik ojek dl.",pft gini aja kagak nyambung goa gw kemana kalo jakarta kalo tidak_krl transjakarta mrt udah enak banget kemana pake kalo males jalan halte stasiun ojek dl,1,3,negatif,0
739,"Operasional dihentikan smtra gegara gempa #staysafe (@ Stasiun MRT Blok M in Jakarta Selatan, DKI Jakarta) https://t.co/7lN5SkZMRL",operasional dihentikan smtra gegara gempa stasiun mrt blok m in jakarta selatan dki jakarta,0,1,negatif,0
740,"@musniumar Pak @musniumar saya setuju tapi apakah kapasitas angkutan umum kita mampu? Monggo cek krl Bogor ke jakarta, lrt Bekasi belum siap kalo mrt terbatas lokasi tertentu takutnya jadi back fire saya lebih khawatir nanti tidak efektif bukan pesimis tapi coba realistis",setuju kapasitas angkutan monggo cek krl bogor jakarta lrt bekasi belum_siap kalo mrt terbatas lokasi takutnya back fire khawatir tidak_efektif pesimis coba realistis,2,3,negatif,0
741,"Ya mau gimana lagi, angkutan umum ya masih belum ada kemajuan signifikan. Transjakarta, MRT, KRL yang desek desekan banget di jam pulang kantor masih sangat kurang. Apalagi buat masuk ke daerah daerah pelosok Jakarta. Masih kacau bet angkotnya.",ya gimana angkutan ya belum_ada kemajuan signifikan transjakarta mrt krl desek desekan banget jam pulang kantor masuk daerah daerah pelosok jakarta kacau bet angkotnya,1,2,negatif,0
742,"@rajapadmi Tidak ada bukti bahwa premanisme selesai di jaman Pak Jokowi itu klaim anda sendiri. LRT dan MRT bukan masalah di Jakarta yang jadi masalah di Jakarta itu macet, banjir, kemiskinan. Anda sedang halu dengan segala bayangan yang anda buat sendiri dicekoki media massa partisan. ?????",tidak_ada bukti premanisme selesai jaman jokowi klaim lrt mrt jakarta jakarta macet banjir kemiskinan halu bayangan dicekoki media massa partisan,0,3,negatif,0
743,"Dengan public transportations sekomplet Jakarta, ada ojek/taksi daring, TJ, MRT, harusnya bawa mobil sendiri malah merepotkan. Yet, why people untel-untelan di jalanan krn pd ribut bawa mobil dhewe2?",public transportations sekomplet jakarta ojek taksi daring tj mrt bawa mobil merepotkan yet why people untel untelan jalanan krn pd ribut bawa mobil dhewe,0,1,negatif,0
744,"Misalnya orang orang dah pada ga pake kendaraan pribadi pun gue ga yakin tj, angkot, kereta komuter, mrt/lrt, bus bisa menjangkau semua daerah di jakarta. Kalo orang disuruh jalan kaki dari pemberhentian transportasi umumnya juga trotoar kaga semua ada di jakarta begimana",orang orang dah tidak_pake kendaraan pribadi gue tidak_yakin tj angkot kereta komuter mrt lrt bus menjangkau daerah jakarta kalo orang disuruh jalan kaki pemberhentian transportasi trotoar kaga jakarta begimana,0,2,negatif,0
745,"@FirzaHusain Justru kamu itu di pilih warga Jakarta,biar lebih baik dari pemimpin yang dulu,kok malah lebih buruk,peninggalan gubernur sebelum kamu yang baik baik,kenapa yang dapat nama kamu,seperti MRT,LRT,LINGKAR SEMANGGI, dan banyak lagi,kalau kamu apa yang ada ???",pilih warga jakarta biar pemimpin buruk peninggalan gubernur nama mrt lrt lingkar semanggi,0,1,negatif,0
746,"Saking stabilnya MRT Jakarta, ada yang lagi pasang maskara lho.! @motulz

Emang gak ada kok larangan make up an di MRT ??",saking stabilnya mrt jakarta pasang maskara lho emang tidak_ada larangan make up an mrt,0,2,negatif,0
747,"He..he..he ..itu yg betul bukan malah ""menyalahkan"" Bang Anies klu ""tingkat polusi"" di Jakarta semakin meningkat..ttp krn pembangunan ""infra struktur MRT yg banyak memangkas dan menebang pohon2 penghijauan yg merupakan ""filter polusi"" di wilayah Jabodetabek...pikir ye bong... https://t.co/wwlmMo9VB3",he he he menyalahkan bang anies klu tingkat polusi jakarta meningkat ttp krn pembangunan infra struktur mrt memangkas menebang pohon penghijauan filter polusi wilayah jabodetabek pikir ye bong,1,3,negatif,0
748,"Cashless in Jakarta be lyke:

Bayar TransJak & MRT pake Flazz
Bayar Gojek pake Gopay
Ngopi pake debit, gak ada minimal
Bahkan jajan bakso di emperan Blok M bisa pake Gopay, dpt cashback pula!",cashless in jakarta be lyke bayar transjak mrt pake flazz bayar gojek pake gopay ngopi pake debit tidak_ada minimal jajan bakso emperan blok m pake gopay dpt cashback,0,1,negatif,0
749,"Kenapa di Jakarta masih tetep macet ya padahal busway banyak banget, mrt udah ada, kereta juga ada. Kayak gak ada bedanya gitu macetnyaaa-_-",jakarta tetep macet ya busway banget mrt udah kereta kayak tidak_ada bedanya gitu macetnyaaa,0,2,negatif,0
750,"Di bulan kemerdekaan Indonesia agustus ini, Presiden Joko Widodo dan Ibu Negara Iriana Joko Widodo membatik dalam kegiatan goresan batik kemerdekaan yang digelar di MRT, Bundaran HI, Jakarta kamis pagi kemarin. #PrimeTimeNews @Metro_TV https://t.co/TfPU3dTq0q https://t.co/prUoR7JxKn",kemerdekaan indonesia agustus presiden joko widodo negara iriana joko widodo membatik kegiatan goresan batik kemerdekaan digelar mrt bundaran hi jakarta kamis pagi kemarin tv,0,1,negatif,0
751,"Presiden @jokowi dan Ibu Negara Iriana membatik dalam acara pameran batik di Stasiun MRT Jakarta jelang peringatan HUT RI ke-74.
https://t.co/bof3iOICyC",presiden negara iriana membatik acara pameran batik stasiun mrt jakarta jelang peringatan hut ri,0,1,negatif,0
752,"@VIVAcoid Bikin kebijakan sadis.. Mobil & motor pribadi dilarang masuk jakarta. Kerja di jakarta harus KTP domisili jakarta. Pembangunan lrt/mrt di tol cikampek bubarin, bikin macet dan polusi. Mewek mewek tuh cebong...",bikin kebijakan sadis mobil motor pribadi dilarang masuk jakarta kerja jakarta ktp domisili jakarta pembangunan lrt mrt tol cikampek bubarin bikin macet polusi mewek mewek tuh cebong,0,2,negatif,0
753,"Kasian cowok, selalu salah didepan cewek
Kasian orang jakarta, udah bikin MRT,LRT, ganjil genap tetep aja salah dan polusi naik
Kasian pak Anies, ada yang lebih buruk tp tetep aja yang disalahin dia

Kamu cowok,orang jakarta dan jd pak Anies? Wkwk kelar dah https://t.co/Z9vjzSMyjd",kasian cowok salah didepan cewek kasian orang jakarta udah bikin mrt lrt ganjil genap tetep aja salah polusi kasian anies buruk tp tetep aja disalahin cowok orang jakarta jd anies wkwk kelar dah,0,6,negatif,0
754,"@fahmieoracle Bukan saya mas, up to 40 percent itu gambaran masy. Jakarta, data bank dunia juga kalau ndak salah mendekati 30 persen  https://t.co/haDjDeGNkR",mas up to percent gambaran masy jakarta data bank dunia ndak salah mendekati persen,0,1,negatif,0
755,"@askmenfess Coba bljr kemana mana pakai transportasi umum karena Jakarta bnyk polusi nya gara"" kendaraan. Selain mengurangin polusi juga mengurangi kemacetan. Apalagi skrng busway udah bnyk rute nya, trs ditambah MRT yakan kita udah dikasih fasilitas sama negara gunanya untuk itu :)",coba bljr kemana pakai transportasi jakarta bnyk polusi nya gara kendaraan mengurangin polusi mengurangi kemacetan skrng busway udah bnyk rute nya trs ditambah mrt yakan udah dikasih fasilitas negara gunanya,1,4,negatif,0
756,"@mrshananto Makanya ku berharap pemerintah langsung menerapkan ganjil genap satu jakarta deh. Karena semakin buruk udara, takutnya yang biasanya pake trans/mrt malah jadi pada takut dan memilih bawa mobil sendiri.",ku berharap pemerintah langsung menerapkan ganjil genap jakarta deh buruk udara takutnya pake trans mrt takut memilih bawa mobil,0,3,negatif,0
